"","HB1","HB4","HB10","HB13","HB17","HB20","HB23","HB26","HB29","HB34","HC1","HC2","HC4","HC5","HC6","HC7","HC8","HC9","HC10","HC11","HC12","HC13","HC14","HC15","HC16","HC17","HC18","HC19","HC20","HC21","HC22","MET1","MET2","MET3","MET4","MET5","MET6","MET7","MET8","MET9","MET10","MET11","MET12","MET13","MET14","MET15","MET16","MET17","MET18","MET19","MET20","MET21","SB1","SB4","SB8","SB12","SB16","SB20","SB24","SB28","SB32","SB36","SB39","SB42","SB45","SB49","SB52"
"hsa-piR-33173",0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,1,0,0,1,0,0,1,1,2,0,2,0,0,0,2,3,1,0,0,0,0,2,1,1,3,0,0,2,1,0,1
"hsa-piR-3381",1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,0,0,0,2,0,0,2,0,0,2,1,0,0,0,0,1,0,1,0,1,3,0,1,2,0,0,0,0,0,4,0,0,2,1,0,0,1,0,0,1,0,1,0,4
"hsa-piR-432",0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,3,0,1,1,0,1,0,1,1,2,1,0,1,0,0,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"hsa-piR-6692",2,0,1,0,1,0,4,1,1,1,0,0,1,2,0,3,1,0,0,1,0,3,0,6,0,0,3,2,1,2,3,0,1,3,1,1,4,1,1,1,1,4,2,1,4,0,1,1,1,6,1,7,0,2,0,1,4,1,1,0,0,0,1,0,0,0,0
"hsa-piR-6968",0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,2,1,1,2,0,0,0,2,0,0,0,0,1,0,4,0,0,2,0,0,3,0,2,1,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"hsa-piR-7435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,2,0,0,1,1,0,1,0,3,5
"hsa-piR-8871",0,1,0,1,2,0,1,0,0,1,0,4,2,2,0,1,0,0,0,0,3,1,3,1,1,0,2,4,3,3,4,1,2,1,2,3,3,0,1,21,1,1,0,2,1,0,0,1,1,4,4,6,4,3,4,8,3,7,8,9,3,5,2,2,8,2,7
"hsa-piR-8920",0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,1,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,0,2,2,0,10,1,0,3,0,3,0,1,0,1,0,0,0,3,13
"hsa-piR-10172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,1,2,2,0,0,2,1,4
"hsa-piR-10200",0,0,1,2,1,1,0,1,2,0,0,1,1,1,0,0,0,1,0,1,2,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,1,1,4,2,0,1,0,0,2,1,0,1,1,0,3,2,2,1
"hsa-piR-10551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,2,8,8,7,44,8,8,5,11,3,1,4,10
"hsa-piR-10624",1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,2,1,0,1,1,2,2,2,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,2,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"hsa-piR-10942",0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,1,1,0,0,0,1,4,3,1,0,2,0,0,1,3,0,0,0,0,0,0,0,0,4,0,0,1,1,0,4,2,0,1,2,4,0,0,0,1,0,1,2,5,7,3,3,4,2,2,14,2,4
"hsa-piR-11015",1,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,2,0,1,0,1,3,0,0,0,1,2,3,2,0,0,0,0,1,1,0,2,0,0,2,2,0,1,1,0,3,0,4,2,0,0,0,0,2,0,0,0,0,1,1,4,0,0,0,0
"hsa-piR-1117",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,2,0,3,2,1,1,1,3,3,0,3,2,1,3
"hsa-piR-1118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,4,2,2,2,4,4,3,4,2,1,2,4,0,2
"hsa-piR-12196",0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,4
"hsa-piR-12263",0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,3,5,0,0,1,0,0,2,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2,2,0,3,2,0,0,0,0,1,0,0,2,0,0,0,0,23
"hsa-piR-1240",0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3,1,0,1,1,2,0,0,0,0,0,1,0,1,1,0,0,0,1,4,0,0,3,1,0,0,2
"hsa-piR-12547",0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,2,2,0,2,0,0,0,1,0,0,1,2,2,5,0,3,0,0,0,1,0,1,1,1,0,1,2,2,1,1,0,1,0,0,0,1,3,1,1,2,1,0,3,1,3,0,3,1,2,3,0,2
"hsa-piR-1421",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,2,2,0,2,1,0,0,6,0,0
"hsa-piR-1424",0,0,0,2,0,1,2,1,2,4,0,3,4,2,1,1,0,2,0,2,0,3,1,4,2,1,1,1,0,2,4,0,7,1,2,3,5,0,2,5,1,3,4,1,1,0,0,1,1,2,3,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"hsa-piR-14737",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,2,0,1,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"hsa-piR-1496",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,16,1,0,0,1,2,1,0,0,0,0,0,0,0,0,3,6,2,2,4,8,8,4,4,9,3,4,1,4,3,4
"hsa-piR-15183",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0
"hsa-piR-15392",0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"hsa-piR-1637",1,2,1,7,1,0,7,3,11,4,2,2,3,4,3,2,3,0,2,1,4,6,6,3,5,3,3,5,12,3,1,1,2,2,1,2,13,1,6,72,8,14,3,2,9,2,2,4,2,4,6,12,2,2,2,5,2,8,2,1,1,1,3,3,5,2,6
"hsa-piR-16920",0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,3,0,1,0,0,1,0,0,3,4,1,0,4,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,2,6,1,0,0,0,1,3,1,2,4,2,0,1,0,0,0
"hsa-piR-18759",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,1,5,2,2,3,4,6,4,5,2,1,1,3,3
"hsa-piR-20923",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-piR-20992",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,2,1,0,2,3,2,1,3,3,2,0,2,1
"hsa-piR-21732",0,1,0,0,0,0,0,3,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,1,9,0,1,0,1,1,1,2,0,1,0,0,0,1,92,0,2,0,3,3,0,0,5
"hsa-piR-22236",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,1,1,2,1,1,2,1,0,0,0,2
"hsa-piR-22838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,0,2,0,1,1,2,0,1,3
"hsa-piR-23197",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,4,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,2,4
"hsa-piR-23495",0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,4,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0
"hsa-piR-23657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,3,0,1,1,0,3,0,0,0,0,0
"hsa-piR-24065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,3,1,0,2,1,1,3,1,5,2,3
"hsa-piR-24455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,3,0,5,4,0,0,0,0
"hsa-piR-25417",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,4,1,1,0,0,0,0
"hsa-piR-2602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,2,4,6,4,3,1,4,1,3,3,6,7,16
"hsa-piR-26893",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,1,0,0,11,0,0,0,0,0,4,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,1,2,0,0,0,1,0
"hsa-piR-27303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"hsa-piR-27570",0,3,0,0,0,0,0,2,0,0,0,0,0,3,1,2,0,5,1,0,2,0,0,2,2,1,0,2,1,1,1,0,73,0,0,0,3,0,0,0,7,2,2,1,4,0,6,0,1,11,0,0,1,0,1,0,3,2,4,1,1,0,0,3,1,0,0
"hsa-piR-27571",0,1,0,0,1,0,0,0,0,0,1,0,2,5,1,1,1,3,2,1,3,0,0,6,0,0,0,0,1,1,1,0,120,0,0,0,0,1,2,3,2,2,1,2,1,0,7,0,3,34,2,3,1,0,17,7,2,14,8,2,2,8,1,2,1,4,1
"hsa-piR-28384",1,2,0,1,1,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,4,0,0,3,0,0,0,1,0,1,0,2,0,0,2,0,0,1,2,1,0,0,1,0,0,0,4,0,0,0,3,4,0,0,1
"hsa-piR-28388",1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2,0,1,1,0,2,1,1,0,1,0,0,0,0,2,1,3,0,3,2,1,0,0,0,0,0,1,0,4,0,0,0,0,1,2,6,3,1,1,3,5,2,1,6,2,4
"hsa-piR-28727",0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,2,0,2,1,0,0,1,2,0,4
"hsa-piR-28763",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"hsa-piR-28946",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"hsa-piR-28987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0,1,0,1,0,1,3
"hsa-piR-29204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0
"hsa-piR-29205",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
"hsa-piR-29749",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,4,2,0,0,1,2,2,2,1,1,1,2,1,2,8
"hsa-piR-30262",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,2,2,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,2
"hsa-piR-30366",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
"hsa-piR-30519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,2,5,3,2,1,1,3
"hsa-piR-30838",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"hsa-piR-30942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,4,26,11,32,6,17,17,4,8,7,25,13,10
"hsa-piR-31382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,2,0,1
"hsa-piR-31728",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,0
"hsa-piR-32124",0,0,0,0,0,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"hsa-piR-32186",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
"hsa-piR-32193",0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,2,2,0,2,0,1,1,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,1,2,2,1,3,1,0,1,4,4,2,2,1,0,0,0,1,1
"hsa-piR-32200",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2,2,1,1,0,0,0,0
"hsa-piR-32234",1,1,0,16,3,1,1,1,1,0,0,0,1,2,2,2,0,1,1,2,2,2,1,1,1,1,0,1,2,1,0,0,7,0,1,3,1,0,0,1,1,0,2,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"hsa-piR-32590",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"hsa-piR-32657",0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"hsa-piR-32761",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,2,1,1,0,2,1,2,2,1,0,0,1
"hsa-piR-32860",0,0,0,0,0,0,2,1,0,0,1,0,1,2,2,1,2,0,0,1,2,1,0,2,0,0,0,0,1,1,0,0,20,0,0,1,1,0,5,0,4,1,0,0,2,0,0,1,0,10,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
"hsa-piR-32916",2,0,2,3,0,3,1,1,1,1,4,1,2,3,0,1,3,5,2,0,4,2,1,5,3,5,2,2,5,3,1,1,6,0,4,0,4,0,4,0,6,2,1,1,2,0,0,5,0,5,2,3,14,25,11,20,37,72,5,27,31,7,17,20,34,28,25
"hsa-piR-32946",0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,3,1,0,0,1,2,1,1,1,0,2,1,0,1,0,1,1,0,3,0,2,0,0,0,1,7,2,2,0,4,5,3,2,5,5,3,5,5,2,4,5,3,5
"hsa-piR-32970",1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,2,1,4,5,7,7,2,5,2,2,1,3,3,6
"hsa-piR-32984",0,0,0,0,0,1,0,3,2,0,1,2,1,4,0,0,4,0,1,0,1,0,1,2,4,2,0,2,2,1,1,0,33,2,0,0,2,1,2,4,4,1,1,3,4,0,3,2,2,3,1,0,0,0,1,0,3,0,0,1,0,0,0,1,0,1,0
"hsa-piR-32991",1,1,0,5,1,3,0,0,0,1,0,1,0,3,1,1,0,1,1,3,2,0,0,0,4,1,1,2,6,3,2,1,18,1,0,1,2,1,0,2,1,0,4,4,2,0,0,2,3,2,3,6,2,3,2,1,5,6,1,13,0,4,2,1,0,4,1
"hsa-piR-33057",0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,2,2,2,1,0,0,2,0,0,0,0,1,2,2,0,45,0,0,0,4,0,27,0,11,0,0,0,1,1,1,0,0,14,0,1,0,0,1,0,0,2,0,0,1,2,0,0,0,1,1
"hsa-piR-33149",2,0,0,0,2,6,1,1,2,3,2,0,0,3,0,1,0,1,0,2,2,0,4,4,1,0,6,4,5,2,6,1,3,0,1,4,6,0,3,37,4,2,7,1,4,0,0,3,1,4,7,13,1,1,4,2,2,3,4,5,2,6,7,5,4,2,9
"hsa-piR-33158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,8,0,0,0,3,1,0
"hsa-piR-33165",0,0,1,0,1,0,0,4,0,0,0,1,0,3,0,3,2,5,5,4,2,1,1,2,1,0,1,1,1,1,1,0,53,1,2,0,4,2,29,1,11,2,2,2,2,1,2,1,0,17,2,2,0,1,2,0,1,2,0,1,2,2,0,1,0,1,1
"hsa-piR-33181",0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,3,1,3,0,2,1,1,1
"hsa-piR-33201",0,0,2,0,0,0,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,2,1,0,0,0,0,3,1,0,0,0,2,0,2,2,1,0,2,1,0,0,3,0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
"hsa-piR-3440",0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,1,0,0,1,2,2,2,0,0,2,0,4,1,0,0,17,1,0,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"hsa-piR-3923",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,0,1,0,0,0,0,1,0,0,4
"hsa-piR-4272",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,5,0,0,3,0,0,0,0,0,0,0,1,0,0,3,2,2,2,4,0,2,2,0,3,1,5,3
"hsa-piR-5575",0,0,0,0,1,0,0,0,0,3,1,0,1,1,0,0,1,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,1,0,2,0,1,0,0,0,4,0,1,1,2,4
"hsa-piR-5728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,6,8,6,5,6,6,7,8,8,2,4,3
"hsa-piR-5915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"hsa-piR-6133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,1,0,1,2,3,0,1,0
"hsa-piR-6567",4,0,3,2,0,2,0,2,0,1,2,3,0,3,1,3,3,0,0,1,3,5,0,8,1,3,2,1,3,3,5,0,42,1,2,16,3,2,2,3,4,5,2,2,3,0,3,4,2,13,15,8,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0
"hsa-piR-6691",0,0,1,0,1,3,2,0,1,2,1,0,1,3,0,2,2,1,0,1,5,4,1,6,1,1,4,4,4,7,2,0,5,3,4,2,1,3,3,2,1,3,1,0,3,0,5,2,2,4,2,4,0,1,0,1,1,3,1,1,3,0,1,0,1,1,0
"hsa-piR-6916",0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
"hsa-piR-7005",0,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,4,0,4,1,2,0,1,1,3,2,0,0,1,1,1,1,2,0,1,0,0,2,2,4,3,0,0,3,2,0,2,6,0,2,0,2,3,2,1,1,0,1,1,0,2,1,2
"hsa-piR-7446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,2,0,1,0,0,1
"hsa-piR-7858",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
